 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
                     8.5 -2.81E-04 -7.48E-03 -9.24E-03  2.15E-01  2.29E-01
                     9.5 -2.82E-04 -7.78E-03 -8.80E-03  1.56E-01  1.32E-01
                    12.5 -2.83E-04  1.38E-03  3.65E-03 -1.64E-02 -6.81E-02
                    16.5 -2.84E-04 -1.81E-02 -1.83E-02 -5.07E-02 -2.42E-02
                    20.5 -2.87E-04 -9.32E-03 -9.58E-03 -2.94E-02 -8.34E-03
                    24.5 -2.91E-04  2.43E-02  2.42E-02 -2.43E-02 -5.27E-03
                    28.5 -2.96E-04  4.46E-02  4.47E-02 -1.57E-02 -6.59E-05
                    32.5 -3.02E-04  4.52E-02  4.52E-02  6.32E-03  1.11E-02
                    36.5 -3.11E-04  4.43E-02  4.43E-02 -7.76E-03  1.23E-02
                    40.5 -3.20E-04  4.18E-02  4.18E-02 -1.21E-01 -2.32E-02
                    44.5 -3.33E-04  4.03E-02  4.03E-02 -1.82E-01 -7.16E-02
                    48.5 -3.52E-04  3.99E-02  3.99E-02 -2.02E-01 -1.05E-01
                    52.5 -3.77E-04  3.94E-02  3.94E-02 -2.26E-01 -1.49E-01
                    56.5 -4.06E-04  3.91E-02  3.91E-02 -2.83E-01 -2.35E-01
                    60.5 -4.41E-04  3.94E-02  3.94E-02 -3.87E-01 -3.72E-01
                    64.5 -4.80E-04  3.96E-02  3.95E-02 -5.09E-01 -5.22E-01
                    68.5 -5.30E-04  4.15E-02  4.16E-02 -6.66E-01 -6.90E-01
                    72.5 -5.92E-04  4.30E-02  4.31E-02 -8.28E-01 -8.50E-01
                    76.5 -6.85E-04  4.41E-02  4.43E-02 -8.09E-01 -8.40E-01
                    80.5 -7.74E-04  5.06E-02  6.08E-02 -5.65E-01 -6.57E-01
                    84.5 -6.45E-04  5.17E-02  4.76E-02 -5.13E-01 -6.39E-01
                    88.5 -5.04E-04  5.14E-02  4.35E-02 -5.03E-01 -6.36E-01
                    92.5 -4.13E-04  5.13E-02  4.30E-02 -4.82E-01 -6.26E-01
                    96.5 -3.61E-04  5.12E-02  4.29E-02 -4.23E-01 -5.76E-01
 
 
 
 Success!
